feature,grid_value,pdp_mean
mileage_num,23023.0,14028.87717013889
mileage_num,44968.73947368421,14801.470052083334
mileage_num,59985.0,10284.424479166668
mileage_num,71241.0,11512.167447916667
mileage_num,80405.78947368418,14842.277126736111
mileage_num,87713.0,11576.809461805555
mileage_num,92731.18947368421,11183.294053819445
mileage_num,105051.0,11769.447916666666
mileage_num,110186.86052631577,10930.121310763889
mileage_num,116694.0,9119.186631944445
mileage_num,120920.63157894737,9757.092013888889
mileage_num,126000.0,9656.329861111111
mileage_num,130759.0,10240.797309027777
mileage_num,139096.0,10479.003689236111
mileage_num,145000.0,11889.678819444445
mileage_num,150000.0,11092.294270833334
mileage_num,158000.0,12144.225911458334
mileage_num,170000.0,7680.842881944445
mileage_num,180000.0,6906.654079861112
mileage_num,203949.99999999994,8336.661458333334
