feature,grid_value,pdp_mean
mileage_num,21690.0,11684.014345035863
mileage_num,42909.21052631579,19600.462816157036
mileage_num,59985.0,13196.06323140808
mileage_num,70793.32105263157,16100.560400151004
mileage_num,79647.45789473684,15807.806342015854
mileage_num,86540.0,11241.365420913551
mileage_num,92276.0,11941.089278973199
mileage_num,104552.63157894734,13874.771800679502
mileage_num,110887.32105263158,12307.048697621743
mileage_num,116694.0,11235.877689694224
mileage_num,120992.7052631579,11197.33786334466
mileage_num,126474.0,11395.380520951303
mileage_num,130772.86842105264,11863.391845979615
mileage_num,139096.90526315788,10579.850509626274
mileage_num,145379.75789473686,12046.777085692716
mileage_num,150000.0,11812.350320875801
mileage_num,159987.33157894737,12780.726500566252
mileage_num,170000.0,9526.827859569648
mileage_num,180121.0526315789,8466.959607399018
mileage_num,204699.99999999994,9561.807097017741
