feature,grid_value,pdp_mean
year_num,1988.0,11856.50850159405
year_num,2002.0,6961.667020899751
year_num,2005.0,8153.967587672689
year_num,2007.0,8583.369996457668
year_num,2009.0,8945.238398866453
year_num,2010.0,9034.79029401346
year_num,2011.0,9094.676585193056
year_num,2012.0,9777.784626284094
year_num,2013.0,10491.012043924902
year_num,2014.0,11269.352019128586
year_num,2015.0,11896.192348565355
year_num,2016.0,12141.437938363442
year_num,2018.0,16877.77240524265
year_num,2019.0,16648.229365922776
year_num,2020.0,16333.230884064571
year_num,2022.0,23144.839709528867
