feature,grid_value,pdp_mean
mileage_num,22656.9,14140.351598173518
mileage_num,44382.96842105263,10753.97804706709
mileage_num,59985.0,12374.857920618195
mileage_num,71241.0,9773.008655727832
mileage_num,80000.0,15573.141953936472
mileage_num,88046.9,11588.415926539214
mileage_num,93146.0,11381.29053138642
mileage_num,104000.0,11769.935596367102
mileage_num,110000.0,11454.947363139143
mileage_num,116694.0,10852.726780069244
mileage_num,121000.0,10965.271915299314
mileage_num,126587.50526315792,10173.003387023935
mileage_num,131000.0,11426.531311154598
mileage_num,139099.34736842106,10016.953334336897
mileage_num,145603.27368421052,11691.003211400473
mileage_num,150000.0,11779.113327311958
mileage_num,160000.0,12295.210095840232
mileage_num,170038.2105263158,8375.49947312961
mileage_num,181000.0,8093.56023884791
mileage_num,205104.3,7943.0509308043565
