feature,grid_value,pdp_mean
year_num,1989.45,11772.768681318681
year_num,2002.0,8299.195787545787
year_num,2005.0,8359.70183150183
year_num,2007.0,9721.904029304029
year_num,2009.0,9053.843223443224
year_num,2010.0,9098.943772893774
year_num,2011.0,9546.728205128204
year_num,2012.0,10288.546428571428
year_num,2013.0,10205.829853479852
year_num,2014.0,10929.49010989011
year_num,2015.0,11140.303663003664
year_num,2016.0,11692.706923076925
year_num,2018.0,15513.138644688646
year_num,2019.0,17494.527655677655
year_num,2020.0,15206.605311355312
year_num,2022.0,22767.08791208791
