feature,importance_mean,importance_std
mileage_num,4782.2828275862075,438.48785238772234
year_num,2687.1180632183914,354.51619609236883
make,1177.6589367816093,122.04804644108559
model,216.91120689655182,13.208149991037901
fuel,100.26612068965578,85.51650762535654
type,35.420574712644154,163.65351734331702
city,0.0,0.0
paint_color,0.0,0.0
zip_code,0.0,0.0
state,0.0,0.0
