feature,importance_mean,importance_std
mileage_num,4722.130707282912,413.91003282191184
year_num,2979.0904420518204,251.12908137820514
make,1015.6316439075629,379.29150117334086
model,507.18743872549004,14.9570953031943
type,186.3444800420165,182.9219710395162
fuel,114.48161764705856,51.588324547898054
paint_color,83.61746323529368,30.274562941666083
city,31.927245273108657,45.40262852867166
zip_code,12.661029411764321,16.2885516699384
state,0.0,0.0
