feature,importance_mean,importance_std
mileage_num,4157.04106396064,234.41940163028448
year_num,2690.868665436655,187.22318174723299
make,1125.741666666667,162.16391106404222
model,244.81531365313657,23.20428377442179
type,35.52845018450235,160.1935332908398
city,0.0,0.0
zip_code,0.0,0.0
state,0.0,0.0
paint_color,-4.34526445264446,5.570857779246683
fuel,-16.509286592865738,86.24259499105918
