feature,importance_mean,importance_std
mileage_num,4906.689389272436,363.04304801659714
year_num,2981.9039290139835,369.5000578973593
model,635.6343512126028,53.79070246545937
make,533.9189900867398,87.37768197965691
fuel,102.50328376703746,27.519961149170218
paint_color,88.31771995043255,36.884603750110855
city,68.01734377765906,62.71492126203764
zip_code,0.0,0.0
state,0.0,0.0
type,-18.03126217029685,119.97501671015819
