feature,importance_mean,importance_std
year_num,3651.581301652894,180.6199663677452
mileage_num,3223.403546831957,286.18626755999804
make,728.5875000000005,147.40844587633896
model,625.1353600944511,41.022227284827004
type,46.53210743801719,160.05074907779886
fuel,32.56962809917368,63.42497262725694
zip_code,10.950964187328463,19.623749826949144
city,0.3840220385681278,74.95644612387812
state,0.0,0.0
paint_color,-27.241046831955465,18.43762634338969
