feature,importance_mean,importance_std
year_num,3636.210163398694,348.17412285622936
mileage_num,3207.939954248366,240.9980632181235
make,898.3351307189538,81.00246816435525
model,657.0034640522874,33.08645854802022
type,97.40334640522887,231.60844176226644
city,37.634183006536205,30.326620204646186
fuel,14.124967320261566,40.07970374511428
zip_code,13.156405228758285,11.706131683553691
state,0.0,0.0
paint_color,-0.6981699346405549,34.22965120786558
