feature,importance_mean,importance_std
mileage_num,4480.171771154504,385.61092361094165
year_num,3303.530078794108,230.3298088730346
make,755.792309009935,83.1873421849776
model,465.13781260705747,37.301917253709156
city,66.95167865707472,38.679301071292706
fuel,48.04418465227845,49.11706317812827
type,23.60668036998977,95.91864136508444
zip_code,19.355995203837303,14.983424588385438
paint_color,0.8693045563550186,17.680438768572902
state,0.0,0.0
