feature,importance_mean,importance_std
mileage_num,5753.768548112084,724.6696119909057
year_num,3838.1723161387076,489.1822583540275
model,1456.476414910227,76.62147594369821
make,1216.3046623731466,113.71625190377357
fuel,455.10464480874333,61.06996048362833
type,222.85397540983595,137.26332899460138
paint_color,188.00054644808725,106.43858121453692
city,88.97149410411252,83.70449138965813
zip_code,37.5781420765024,12.38411464637922
state,0.0,0.0
