feature,importance_mean,importance_std
mileage_num,3506.2169052498566,275.3834144595663
year_num,2865.9463291736865,263.04731159511886
make,746.3982917252157,87.60633583080254
model,125.65048926339723,14.60699643992209
type,75.52414071186259,71.60798348272682
fuel,22.302216824736114,83.26549323289458
city,0.0,0.0
paint_color,0.0,0.0
zip_code,0.0,0.0
state,0.0,0.0
