feature,importance_mean,importance_std
mileage_num,3726.443410852714,337.14502902252144
year_num,3273.722335271318,401.41344460892896
make,802.3641472868215,106.36299285004547
model,398.9009689922481,60.97262392931352
type,380.9674903100777,95.27315038502394
fuel,129.58527131782967,99.58803903136281
paint_color,69.90629844961254,26.56798994971059
city,52.609205426356766,17.78406288335259
zip_code,0.0,0.0
state,0.0,0.0
