feature,importance_mean,importance_std
year_num,3091.9564777554215,235.27864404581732
mileage_num,1982.9082327297122,299.30134771264727
make,1058.3807008718982,152.25146975643946
model,1033.8469874804382,89.07248269668273
city,211.01901408450732,166.5125092843038
type,184.66478873239447,149.35498723055164
paint_color,30.927386541471197,31.283020159041417
fuel,15.03990610328692,9.091603945453434
state,0.0,0.0
zip_code,-0.07112676056335658,0.21338028169006976
