feature,importance_mean,importance_std
mileage_num,4199.47019047619,284.6468595220951
year_num,2742.551071428571,319.6734732549838
make,936.4582142857143,74.6271903377175
model,363.40690476190474,39.160435924466135
fuel,125.84360119047624,121.91334410571993
type,48.71226190476209,68.381418606389
city,0.0,0.0
paint_color,0.0,0.0
zip_code,0.0,0.0
state,0.0,0.0
