feature,importance_mean,importance_std
mileage_num,3209.1722751322754,361.0371459599746
year_num,2303.308544973545,423.263042181254
model,1372.1412169312168,153.90687199214622
make,1172.4653968253972,298.85531609155873
type,82.09000000000069,88.148185901797
fuel,24.077777777777555,0.0
state,0.0,0.0
paint_color,-1.7677777777774282,52.56086080549426
zip_code,-18.811111111110403,48.587186352376676
city,-57.925555555555185,203.46300028956446
