feature,importance_mean,importance_std
year_num,4377.639113680154,577.6590652220972
mileage_num,3129.54224470135,497.99482757198564
make,1603.0192678227363,325.74636272082165
model,498.8190751445092,38.11435388105418
fuel,192.80852601156116,105.78379312651877
type,83.37668593448988,127.17711445590211
paint_color,44.4214836223508,43.42751307166615
city,40.14571290944123,47.44013612767113
zip_code,0.0,0.0
state,0.0,0.0
