feature,grid_value,pdp_mean
mileage_num,23023.0,13130.528986896774
mileage_num,46222.21052631579,12991.213550655162
mileage_num,59985.0,13324.142857142857
mileage_num,71241.0,10205.841994247363
mileage_num,80000.0,13837.586449344839
mileage_num,88042.0,9482.41536547505
mileage_num,93146.0,11150.301591106241
mileage_num,104000.0,11514.308485139021
mileage_num,110258.68421052628,10660.938969547551
mileage_num,116694.0,10530.503606811852
mileage_num,121339.63157894736,10620.474524037803
mileage_num,127705.9473684211,10714.881112176414
mileage_num,131733.42105263157,10982.460850111858
mileage_num,139097.68421052632,9915.547097609797
mileage_num,145607.84210526317,10701.33456964559
mileage_num,150000.0,10604.032716018235
mileage_num,160000.0,12026.980622697683
mileage_num,170000.0,7714.142217961011
mileage_num,180736.84210526312,7772.954777884309
mileage_num,205149.0,8306.838926174496
