feature,grid_value,pdp_mean
mileage_num,23244.800000000017,16068.696988327103
mileage_num,46186.66052631579,12842.226971664311
mileage_num,60000.0,11007.188608492956
mileage_num,71241.0,18790.85535479014
mileage_num,80611.57894736841,18790.85535479014
mileage_num,88003.15,10930.589503174415
mileage_num,93146.0,10930.589503174415
mileage_num,105095.25,10996.44628066802
mileage_num,111003.2684210526,10846.407064981744
mileage_num,116909.23947368421,11195.999456286094
mileage_num,120999.82631578947,11187.435517667169
mileage_num,126474.0,10896.858500126144
mileage_num,130759.0,10896.858500126144
mileage_num,139094.23157894737,10361.363874438945
mileage_num,145000.0,11069.257715018657
mileage_num,150000.0,10050.78516624041
mileage_num,158000.0,12060.8094629156
mileage_num,170000.0,7756.200457258003
mileage_num,180000.0,6600.95849525581
mileage_num,201926.2999999999,8076.69144495743
