feature,grid_value,pdp_mean
year_num,1988.45,10784.641039426524
year_num,2002.0,6752.289247311828
year_num,2005.0,7544.625089605735
year_num,2007.0,7886.044086021506
year_num,2009.0,8173.346774193548
year_num,2010.0,8561.940501792114
year_num,2011.0,9036.3917562724
year_num,2012.0,9722.136111111111
year_num,2013.0,9810.769802867384
year_num,2014.0,10698.432642089096
year_num,2015.0,10906.79948796723
year_num,2016.0,11133.968172043009
year_num,2018.0,16781.193727598566
year_num,2019.0,16781.193727598566
year_num,2020.0,16542.87921146953
year_num,2022.0,22906.039964157702
