feature,grid_value,pdp_mean
mileage_num,23916.600000000013,14356.336451612902
mileage_num,47708.484210526316,12699.04093189964
mileage_num,60000.0,11680.046415770608
mileage_num,71345.0,11347.883870967742
mileage_num,80688.46315789473,17798.529749103946
mileage_num,88421.0,11063.386559139784
mileage_num,94147.3684210526,11101.85770609319
mileage_num,105211.73684210525,11615.626344086022
mileage_num,111415.13684210526,11477.045878136201
mileage_num,117455.0,10658.065412186379
mileage_num,122994.73684210525,11437.314336917561
mileage_num,129540.52631578948,11837.479032258065
mileage_num,133000.0,9862.86577060932
mileage_num,140000.0,9937.225268817205
mileage_num,148364.73684210528,11394.192293906808
mileage_num,150000.0,11326.62670250896
mileage_num,160899.0,11071.665770609321
mileage_num,170000.0,8380.164336917564
mileage_num,180642.10526315786,8197.370609318998
mileage_num,201410.39999999988,8025.26953405018
