feature,grid_value,pdp_mean
mileage_num,23023.0,14116.713772893772
mileage_num,44456.16842105263,12762.875860805858
mileage_num,59985.0,10241.24652014652
mileage_num,71241.0,10903.393772893774
mileage_num,79735.36842105263,15769.581684981686
mileage_num,87713.0,11648.524633699635
mileage_num,93146.0,11428.333058608057
mileage_num,104473.6842105263,11694.612545787546
mileage_num,109000.0,12221.376465201465
mileage_num,116391.61052631574,10773.90366300366
mileage_num,120518.02105263156,10207.349084249086
mileage_num,126474.0,10371.024725274725
mileage_num,131000.0,10846.886813186813
mileage_num,139096.0,10275.926007326007
mileage_num,145467.32631578948,10624.915934065933
mileage_num,150000.0,9848.22087912088
mileage_num,158824.21052631567,9140.299084249085
mileage_num,169543.5789473684,8126.800732600732
mileage_num,180000.0,7376.993956043956
mileage_num,200315.59999999995,8532.997802197804
