feature,grid_value,pdp_mean
fuel,MISSING,12958.233301374239
fuel,gas,12887.993608181527
fuel,diesel,20708.43783956536
fuel,hybrid,12958.233301374239
fuel,other,12976.421220837328
fuel,electric,12958.233301374239
fuel,GASOLINE,12958.233301374239
fuel,Gasoline,12958.233301374239
fuel,Natural Gas,12958.233301374239
