feature,grid_value,pdp_mean
year_num,1990.0,9119.962521588946
year_num,2002.0,7713.8307426597585
year_num,2005.0,10190.76908462867
year_num,2007.0,8516.77426597582
year_num,2009.0,8555.672711571675
year_num,2010.0,9132.625215889466
year_num,2011.0,9439.488255613127
year_num,2012.0,9437.786010362694
year_num,2013.0,10177.157858376511
year_num,2014.0,11193.703626943005
year_num,2015.0,12625.053713298792
year_num,2016.0,13027.098791018998
year_num,2017.1473684210525,13490.031433506043
year_num,2018.0,15488.414853195163
year_num,2019.0,17553.575474956826
year_num,2020.0,15813.443177892917
year_num,2022.0,22649.908981001725
