feature,grid_value,pdp_mean
mileage_num,23581.5,11768.703883495145
mileage_num,47575.868421052626,12842.066882416397
mileage_num,60000.0,11899.069759079468
mileage_num,71506.0,11329.48993167925
mileage_num,80796.02631578947,12370.553487953974
mileage_num,88434.25,11526.143473570659
mileage_num,94144.73684210527,11398.628910463862
mileage_num,105189.0,13166.145091693636
mileage_num,111321.39473684209,10731.617943185905
mileage_num,117269.4078947368,11054.519597267172
mileage_num,122851.97368421052,11030.149586479685
mileage_num,129433.55263157895,11590.723121179433
mileage_num,133013.1447368421,9583.296116504855
mileage_num,140000.0,9657.941927364258
mileage_num,148556.69736842107,11052.605717367853
mileage_num,150000.0,10984.821467098167
mileage_num,160899.0,10028.056274721323
mileage_num,170000.0,8279.517979144191
mileage_num,180934.21052631573,8018.941567781374
mileage_num,201631.5,7837.877921610932
