feature,grid_value,pdp_mean
year_num,1988.0,10506.032943676939
year_num,2002.0,7900.68792065179
year_num,2005.0,8384.583244775062
year_num,2007.0,8568.977860432165
year_num,2009.0,9043.260715550834
year_num,2010.0,9315.35157633723
year_num,2011.0,9845.27453064116
year_num,2012.0,9984.293659227771
year_num,2013.0,10558.418880623452
year_num,2014.0,11229.683138505137
year_num,2015.0,11729.447396386822
year_num,2016.0,11853.089975203686
year_num,2017.8947368421052,16694.555614594403
year_num,2018.0,16694.555614594403
year_num,2019.0,16777.00442791357
year_num,2020.0,16624.75894438541
year_num,2022.0,20378.24902585902
