feature,grid_value,pdp_mean
year_num,1989.1,8891.58663646659
year_num,2002.0,8788.53926009815
year_num,2005.0,8973.467534918836
year_num,2007.0,8513.977538693845
year_num,2009.0,8711.207436768593
year_num,2010.9947368421053,9751.444979237447
year_num,2011.0,9751.444979237447
year_num,2012.0,9894.582012080029
year_num,2013.0,9611.434881087203
year_num,2014.0,10290.925066062666
year_num,2015.0,12012.156662891655
year_num,2016.0,12185.432049830124
year_num,2018.0,16353.377123442808
year_num,2019.0,17882.890147225367
year_num,2020.0,16682.490562476407
year_num,2022.0,22520.174405436013
