feature,grid_value,pdp_mean
year_num,1992.35,11258.317491319445
year_num,2002.0,9346.069444444443
year_num,2005.0,10054.944661458334
year_num,2007.0,9736.87261284722
year_num,2009.0,9999.3125
year_num,2011.0,9635.380208333334
year_num,2012.0,9455.0166015625
year_num,2013.0,9162.428819444443
year_num,2014.0,10161.559461805555
year_num,2015.0,12395.325737847224
year_num,2016.0,13028.458333333334
year_num,2016.992105263158,14086.64605034722
year_num,2018.0,16156.425217013888
year_num,2019.0,15742.774268353174
year_num,2020.0,15742.774268353174
year_num,2022.0,20526.87890625
